internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
110738922,693JJ920D000017,2020-09-24,500.0,MGA RESEARCH CORPORATION,"NCAP DIVISION SEEKS TO SOLICIT FOR NEW COMPETITIVE CONTRACTS FOR FULL-SCALE VEHICLE SIDE BARRIER IMPACT TESTING AND SIDE AIR BAG OUT-OF-POSITION TESTING, TO BEGIN ON OCTOBER 1, 2019.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Transportation,National Highway Traffic Safety Administration,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_693JJ920D000017_6940
110738919,693JJ920D000011,2020-09-24,500.0,"APPLUS IDIADA KARCO ENGINEERING, LLC","NEW 5-YEAR IDIQ COST REIMBURSEMENT CONTRACT TITLE: NCAP DYNAMIC ROLLOVER TESTS  DESCRIPTION: CONTRACTOR SHALL PERFORM A NUMBER OF DYNAMIC ROLLOVER TESTS PER YEAR.  THE VEHICLE SELECTION WILL BE SPECIFIED BY THE GOVERNMENT.  ESTIMATED COST: $1,914",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Transportation,National Highway Traffic Safety Administration,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_693JJ920D000011_6940
110708441,95332A20D0009,2020-09-24,591508.29,"CATMEDIA, INC","THE PURPOSE OF THIS REQUIREMENT IS TO DEVELOP MEDIA CONTENT INCLUDING PHOTOGRAPHS AND VIDEOS THAT REFLECT AMERICORPS NCCC RECRUITMENT PRIORITIES, CURRENT PROGRAM ACTIVITIES AND IMPENDING EVENTS. THE MEDIA WILL BE CONSISTENT WITH VARIOUS SOCIAL MEDIA",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of the Treasury,Bureau of the Fiscal Service,Corporation for National and Community Service,Corporation for National and Community Service,456,department-of-the-treasury,CONT_IDV_95332A20D0009_9577
111635792,19AQMM20D0136,2020-09-23,5000.0,"DELAWARE ELEVATOR, INC.",ELEVATOR MAINTENANCE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19AQMM20D0136_1900
111635791,19AQMM20D0135,2020-09-23,5000.0,"SEA PAC ENGINEERING, INC.",ELEVATOR MAINTENANCE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19AQMM20D0135_1900
110738921,693JJ920D000016,2020-09-23,500.0,CALSPAN CORP,"NCAP DIVISION SEEKS TO SOLICIT FOR NEW COMPETITIVE CONTRACTS FOR FULL-SCALE VEHICLE SIDE BARRIER IMPACT TESTING AND SIDE AIR BAG OUT-OF-POSITION TESTING, TO BEGIN ON OCTOBER 1, 2019.",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Transportation,National Highway Traffic Safety Administration,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_693JJ920D000016_6940
110738920,693JJ920D000015,2020-09-23,500.0,"APPLUS IDIADA KARCO ENGINEERING, LLC","NCAP DIVISION SEEKS TO SOLICIT FOR NEW COMPETITIVE CONTRACTS FOR FULL-SCALE VEHICLE SIDE BARRIER IMPACT TESTING AND SIDE AIR BAG OUT-OF-POSITION TESTING, TO BEGIN ON OCTOBER 1, 2019.",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Transportation,National Highway Traffic Safety Administration,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_693JJ920D000015_6940
110708430,70Z08520DP4577400,2020-09-23,1.0,ABB INC.,R/MACKINAW ABB MAINT (FY21 - FY25) TAS CODE: 070/2020/2020/0610/000,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08520DP4577400_7008
110708425,47QFCA20D0005,2020-09-23,1000.0,"AQYR TECHNOLOGIES, INC.","IDIQ BASE CONTRACT IS TO PURCHASE GBS PRSS, PROGRAM MANAGEMENT, AND TECHNICAL SUPPORT.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Federal Acquisition Service,Department of Defense,Department of the Air Force,614,general-services-administration,CONT_IDV_47QFCA20D0005_4732
111635790,19AQMM20D0133,2020-09-22,5000.0,"ASHLAND INDUSTRIAL SERVICES, LLC",ELEVATOR IDIQ SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19AQMM20D0133_1900
110708435,75F40120D00024,2020-09-22,747820.5,OCT CONSULTING LLC,DIVERSITY&INCLUSION TRAINING PROGRAM,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Food and Drug Administration,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_75F40120D00024_7524
110632703,70Z04020D61043B00,2020-09-22,1242035.26,"US WATERMAKER, INC.",REVERSE OSMOSIS SYSTEMS FOR THE 225' WLB BUOY TENDERS,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z04020D61043B00_7008
110632684,19NL8020D0012,2020-09-22,17751.48,MISCELLANEOUS FOREIGN AWARDEES,PROFESSIONAL VIDEO AND PHOTOGRAPHY SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19NL8020D0012_1900
110708440,95170020D0213,2020-09-21,500.0,"HATFIELD & DAWSON CONSULTING ENGINEERS, LLC",A-E BROADCAST ENGINEERING SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,1163,us-agency-for-global-media,CONT_IDV_95170020D0213_9568
110632706,70Z08520DP45L1700,2020-09-21,500.0,PUCKETT MACHINERY COMPANY,MINIMUM GUARANTEE FOR IDIQ CONTRACT IN THE AMOUNT OF $500.00.  WLM PROPULSION GROOMS AND ASSESSMENTS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08520DP45L1700_7008
110632705,70Z08520DP4507300,2020-09-21,500.0,GREGORY POOLE EQUIPMENT COMPANY,MINIMUM GUARANTEE FOR IDIQ CONTRACT IN THE AMOUNT OF $500.00.  WLM PROPULSION GROOMS AND ASSESSMENTS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08520DP4507300_7008
110632669,12FPC120D0005,2020-09-21,2500.0,AXIM GEOSPATIAL LLC,NATIONWIDE INDEFINITE DELIVERY INDEFINITE QUANTITY (IDIQ) ARCHITECT AND ENGINEERING (A&E) SERVICES SUPPORTING REGION 4 - SUB-REGION 4-1 SERVING ARIZONA AND NEW MEXICO.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Under Secretary for Farm and Foreign Agricultural Services,Department of Agriculture,Natural Resources Conservation Service,95,department-of-agriculture,CONT_IDV_12FPC120D0005_12D0
110236021,7200AA20D00026,2020-09-21,10000.0,INTERNATIONAL BUSINESS INITIATIVES CORP.,PPL/LER EVAL-ME II IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_7200AA20D00026_7200
110315035,70Z08520D32003B00,2020-09-18,1097066.0,"L3HARRIS TECHNOLOGIES, INC.","NEW AWARD FOR THE PURCHASE OF THREE (3) TRANSIT SIDE MITIGATION (TSM) PRINTED WIRING ASSEMBLY (PWA), NSN 5998 01-621-6396, P/N 792088-05",INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08520D32003B00_7008
110315037,80JSC020D0060,2020-09-17,31133752.26,MACLEAN ENGINEERING & APPLIED TECHNOLOGIES LLC,SIMULATION & ADVANCED SOFTWARE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80JSC020D0060_8000
110708391,1264R420D0006,2020-09-16,3000.0,ZAHNER & ASSOCIATES INC,IDIQ-MTNF CADASTRAL SURVEYS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1264R420D0006_12C2
110668750,1264R420D0005,2020-09-16,3000.0,CM ARCHER GROUP PC,IDIQ-MTNF CADASTRAL SURVEYS - AREAS 4&5,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1264R420D0005_12C2
110315013,1264R420D0004,2020-09-16,3000.0,MATHIS & ASSOCIATES,IDIQ-MTNF CADASTRAL SURVEYS - AREA 3,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1264R420D0004_12C2
110277221,47PM1120D0007,2020-09-16,222700.0,"PREMIER SYSTEM INTEGRATORS, INC",COGEN&CHILLER PLANT MAINTENANCE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM1120D0007_4740
110315012,1264R420D0002,2020-09-15,3000.0,"CONSOLIDATED LAND SERVICES, INC.",IDIQ-MTNF CADASTRAL SURVEYS - AREA 1,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1264R420D0002_12C2
110277207,1264R420D0003,2020-09-15,3000.0,"FLORABAMA GEOSPATIAL SOLUTIONS, LLC",IDIQ-MTNF CADASTRAL SURVEYS - AREA 2,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1264R420D0003_12C2
110258753,9531CB20D0001,2020-09-15,79354.0,FEDERAL MANAGEMENT PARTNERS INC,DIVERSITY AND INCLUSION TRAINING,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,1158,consumer-financial-protection-bureau,CONT_IDV_9531CB20D0001_955F
110121824,19LE2020D0003,2020-09-14,250000.0,MISCELLANEOUS FOREIGN AWARDEES,PRODUCTION AND BROADCASTING SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19LE2020D0003_1900
110210782,70Z04020D61050B00,2020-09-11,874953.0,"OPTICS 1, INC.",GYROCOMPASSES,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z04020D61050B00_7008
110210764,1305M220DNMAN0074,2020-09-11,2500.0,VESTDAVIT INC,"VESTDAVIT SYSTEM GROOMS, INSPECTIONS AND REPAIRS",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M220DNMAN0074_1330
110236019,68HERH20D0013,2020-09-10,7000.0,"TESTAMERICA LABORATORIES, INC.",THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH20D0013_6800
110210777,68HERH20D0015,2020-09-10,7000.0,"PACE ANALYTICAL SERVICES, LLC",THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC).,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH20D0015_6800
110190675,70CMSW20D00000003,2020-09-10,3402000.0,"AXON ENTERPRISE, INC.",CONDUCTIVE ENERGY WEAPONS (CEW),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Homeland Security,U.S. Immigration and Customs Enforcement,Department of Homeland Security,U.S. Immigration and Customs Enforcement,766,department-of-homeland-security,CONT_IDV_70CMSW20D00000003_7012
110190673,68HERH20D0016,2020-09-10,12000.0,SOUTHWEST RESEARCH INSTITUTE,THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC).,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH20D0016_6800
110190672,68HERH20D0014,2020-09-10,5000.0,FRONTIER ANALYTICAL LABORATORY,THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC).,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0014_6800
110190671,68HERH20D0012,2020-09-10,7000.0,CHEMTEX ENVIRONMENTAL LABORATORY INC,THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0012_6800
110190670,68HERH20D0011,2020-09-10,7000.0,"CHEMTECH CONSULTING GROUP, INC.","THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC) CHEMTECH CONSULTING GROUP, INC. (CHM) CONTRACT INITIATION",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0011_6800
110190669,68HERH20D0010,2020-09-10,5000.0,"CAPE FEAR ANALYTICAL, LLC",THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC) CAPE FEAR ANALYTICAL (CFA) CONTRACT INITIATION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0010_6800
110190668,68HERH20D0009,2020-09-10,7000.0,BONNER ANALYTICAL TESTING CO.,THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC) BONNER ANALYTICAL TESTING COMPANY (BON) CONTRACT INITIATION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0009_6800
110190667,68HERH20D0008,2020-09-10,10000.0,"ARIGONE, INC.","THE COMBINED ANALYTICAL SERVICES CONTRACTS (CASC) ANALYTICAL RESOURCES, INC. (ARI) CONTRACT INITIATION",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700.0,environmental-protection-agency,CONT_IDV_68HERH20D0008_6800
127873144,36C24520G0035,2020-09-08,44410.0,IONA SENIOR SERVICES,ADULT DAY HEALTH CARE SERVICES,BOA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561.0,department-of-veterans-affairs,CONT_IDV_36C24520G0035_3600
110121825,33330220DF0010388,2020-09-02,1.0,"ISAACSON MILLER, INC.",ISAACSON MILLER IDIQ FOR SEARCH FIRM FOR OFFICE OF ADVANCEMENT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,,,CONT_IDV_33330220DF0010388_3300
116106078,19AQMM20D0058,2020-09-01,65000000.0,GARDAWORLD NORTH AMERICA,LOCAL GUARD SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315.0,department-of-state,CONT_IDV_19AQMM20D0058_1900
110236025,80ARC020D0006,2020-09-01,81841869.02,"ASRC FEDERAL DATA SOLUTIONS, LLC",THE AMES RESEARCH CENTER (ARC).CONSOLIDATED INFORMATION TECHNOLOGY (IT) SERVICES (ACITS) 4 CONTRACT PROVIDES SERVICES IN THE CATEGORIES IT SECURITY..,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862.0,national-aeronautics-and-space-administration,CONT_IDV_80ARC020D0006_8000
110027640,47PK0220D0014,2020-09-01,4027064.0,TEYA ENTERPRISES LLC,EO14042: THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE THE FOLLOWING CLAUSE: 52.223-99 ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS (OCT 2021) (DEVIATION),INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0014_4740
109390244,47PM0720D0007,2020-09-01,608787.0,ADMIRAL ELEVATOR CO INC,"SIX MONTH BRIDGE ELEVATOR MAINTENANCE CONTRACT WITH (1) THREE MONTH OPTION, PRETTYMAN COURTHOUSE (DC0014PB) WILLIAM BRYANT ANNEX (DC0573PB) NATIONAL COURTS (DC0094ZZ) TAYLOE HOUSE DC0112ZZ) COSMOS CLUB (DC0113ZZ) AND TAX COURT (DC0114ZZ)",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0720D0007_4740
109349215,47PD0320D0023,2020-09-01,3214961.97,"MELWOOD HORTICULTURAL TRAINING CENTER, INC.","CONTRACT AWARD FOR CUSTODIAL AND RELATED SERVICES AT THE CENSUS WASHINGTON NATIONAL RECORDS CENTER AND NORTH AND SOUTH GARAGES IN SUITLAND, MD",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0023_4740
109305231,47PK0220D0013,2020-09-01,432095.94,CLEAN SOLUTIONS SERVICES INC,"CUSTODIAL AND RELATED SERVICES AT TSA SACRAMENTO INTERNATIONAL AIRPORT (SMF), SACRAMENTO, CA95837-1109   CONTRACT AWARD - BASE YEAR 9/1/2020 TO 6/30/2021.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0013_4740
108442422,47PK0220D0010,2020-09-01,3539212.05,EXCEPTIONAL CHILDREN'S FOUNDATION,CUSTODIAL SERVICES FOR WILSHIRE FEDERAL BUILDING AND FBI GARAGE BY ABILITYONE.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0010_4740
108385493,47PK0220D0011,2020-09-01,4773768.11,"LANDMARK SERVICES, INC","CUSTODIAL, GROUND MAINTENANCE, TRASH REMOVAL SERVICES FOR RONALD REAGAN AND SANTA ANA FEDERAL BUILDINGS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0011_4740
